,title,author,count,asin_list,narrator_count,narrator_list
163,David Copperfield,Charles Dickens,13,"['B01728H3VQ', 'B002V8LEW2', 'B002V5IW9S', 'B074HGWNR4', 'B0060NSHQA', 'B00U29VGOI', 'B005J5H7LG', 'B0036IN8O8', 'B007Z5SFFK', 'B002UZHXP8', 'B071JPM83N', 'B00B0408UC', '3991026309']",13,"['Charlton Griffin', 'Simon Vance', 'Sam Kusi', 'Patrick Tull', 'Richard Armitage', 'Philippe Duquenoy', 'Anton Lesser', 'B.J. Harrison', 'Martin Jarvis', 'Nathaniel Parker', 'Flo Gibson', 'Ralph Cosham', 'Tadhg Hynes']"
166,Mansfield Park,Jane Austen,13,"['B077XJY5KV', 'B002V1AHPE', 'B002V5CQ8G', 'B01MTXMSWQ', 'B06XXD9RHN', 'B002V5GLBY', 'B01HINRK3Q', 'B01EVJ5LDG', 'B00A2WHSAG', 'B002VA3A40', 'B002V5BIYE', 'B0844PHZ2K', '399101873X']",13,"['Frances Barber', 'Wanda McCaddon', 'Helen Stainer', 'Anna Bentinck', 'Johanna Ward', 'Flo Gibson', 'Elaine Wise', 'Karen Savage', 'Harriet Walter', 'Maria Cusick', 'Alice Marti', 'Alison Larkin', 'Anne Flosnik']"
168,Tarzan of the Apes,Edgar Rice Burroughs,13,"['B00D68IPGY', 'B00SJW9VYM', 'B00KTD6TVM', 'B01IWJXE12', 'B01LXFN6VI', 'B075613QQD', 'B01GIO085I', 'B01JAL2K1G', 'B06WCZLQ4Q', 'B01KOWVY7Q', 'B002V5GW0E', 'B002V5B7TK', '1094244570']",13,"['Jon Waters', 'John L. Chatty', 'Benjamin May', 'David Ian Davies', 'Simon Prebble', 'Peter Batchelor', 'Jeff Harding', 'Flo Gibson', 'Shelly Frasier', 'Alan Munro', 'Mark F. Smith', 'David Plinge', 'David Stifel']"
185,A Portrait of the Artist as a Young Man,James Joyce,12,"['1974937542', 'B07JPFY29K', 'B074KLQHNY', 'B00EEG4EGW', 'B01L9T0SNE', 'B002V083IS', 'B002V5GQNW', 'B002VA9M2E', 'B01FREGQLA', 'B004KO0HWS', 'B00GG0CG5U', 'B002V0KKLG']",12,"['David McCallion', 'Michael Orenstein', 'Jim Killavey', 'Donal Donnelly', 'Frederick Davidson', 'Jim Norton', 'Drew Dillon', 'Colin Farrell', 'John Lee', 'Flo Gibson', ""Gerry O'Brien"", 'Tadhg Hynes']"
186,The Mysterious Affair at Styles,Agatha Christie,12,"['B07QJ28JRT', 'B00D379H3S', '2291064266', 'B006RK4K1W', 'B01MUEFM6Q', 'B002V1LLLI', 'B004VT7OL4', '1614966109', 'B07B9L88Z4', 'B009I25PR4', 'B019CV69WA', '1467610445']",12,"['David McCallion', 'Charles Armstrong', 'Deaver Brown', 'Wanda McCaddon', 'Andrea Giordani', 'Jeff Woodman', 'Thomas Cardwell', 'Judi Pennington', 'David Thorn', 'Ralph Cosham', 'Melissa Clifford', 'Penelope Dellaporta']"
192,The Jungle Book,Rudyard Kipling,11,"['B071K8ML8N', 'B00488BKS6', 'B01FKUWMKA', 'B07KT4CW99', 'B00YNVLUHO', 'B01LX9W1G1', 'B01D8ZTNRO', 'B0798TLTND', 'B00AZ2PP44', 'B01770HI9Q', 'B01N0KAIXB']",11,"['Benjamin May', 'Edward Miller', 'Charles Minx', 'Meredith Hughes', 'Rhashan Stone', 'Clay Lomakayu', 'Peter Batchelor', 'Flo Gibson', 'Daniel Duffy', 'Alan Munro', 'Gildart Jackson']"
195,Uncle Tom's Cabin,Harriet Beecher Stowe,11,"['B002VAAA6G', 'B00C5OC5KM', 'B07Q2PJW81', 'B0047WFXMW', 'B0036NDJL0', 'B00GM47UAG', 'B00S726O62', 'B002VA92ZG', 'B01NBF3ZXO', 'B00K58XAAO', 'B002V8HF20']",11,"['Mary Sarah', 'Jim Roberts', 'Liza Ross', 'Flo Gibson', 'Richard Allen', 'Buck Schirner', 'Susie Berneis', 'Mirron Willis', 'Alan Munro', 'John Howels', 'Sean Crisden']"
211,The Autobiography of Benjamin Franklin,Benjamin Franklin,11,"['B00WRAAXNK', 'B002V8L670', 'B002V1OIOU', 'B07MCVPNBF', 'B07B8F56SH', 'B002UZKV0M', 'B002V9XBZE', 'B01HIN42DW', 'B019WY5ZH2', 'B0047EF5AU', 'B002V0Q1FU']",11,"['Adrian Cronauer', 'Stephen Paul Aulridge Jr.', 'Grover Gardner', 'Kevin Theis', 'Fredd Wayne', 'Michael Edwards', 'Gregg Rizzo', 'Walter Covell', 'Bill DeWees', 'Qarie Marshall', 'Alastair Cameron']"
212,Riders of the Purple Sage,Zane Grey,11,"['B002V019MK', 'B01EBB1NXG', 'B01J4G0MUI', 'B07TMCWKXQ', 'B003YHT43U', 'B073QKP9DR', 'B002V1AH1S', 'B002V5BCXQ', 'B002V8DHTK', 'B00OBVSW72', 'B002VA90Q2']",11,"['Tim Danko', 'Donald Buka', 'Michael Lackey', 'Jim Roberts', 'Mary Baker', 'Casey Robertson', 'Ann Richardson', 'Mark Bramhall', 'John Hitchcock', 'John Bolen', 'Gene Engene']"
216,The House of Mirth,Edith Wharton,11,"['B00GO7D07I', 'B002V59XB4', 'B013RW0F7U', 'B002V8KNE2', 'B00GG0CXDK', 'B002VACDWK', 'B072XHFKWZ', 'B01N4N547J', 'B003DLG1J2', 'B002V1OW14', 'B07TK4JG1R']",11,"['Barbarra Caruso', 'Kate Petrie', 'Wanda McCaddon', 'Emma Messenger', 'Alice Johnson', 'Margaret Melosh', 'Anna Fields', 'Lisa Lindsley', 'Susie Berneis', 'Magda Allani', 'Eleanor Bron']"
221,Madame Bovary,Gustave Flaubert,11,"['B00JGY09YI', 'B002V085JK', 'B01N2899PI', 'B00ZACDO38', 'B0182K2VY2', 'B00PUYB46K', 'B002V1JFX4', 'B002VAEKPS', 'B002VAEZ6C', 'B0035AWPK0', 'B00AZ2PSZA']",11,"['Kate Petrie', 'Juliet Stevenson', 'Donada Peters', 'Walter Zimmerman', 'Davina Porter', 'Bobbie Frohman', 'Elaine Wise', 'Flo Gibson', 'Glenda Jackson', 'John Richmond', 'Julie Christie']"
229,Hard Times,Charles Dickens,10,"['B002VAA3MC', 'B00GNISYAG', 'B0035AR2U8', 'B00685ESGI', 'B002V5GUI8', 'B002VA3APY', 'B01FFXAT02', 'B007MPHV44', 'B002V57T5Q', 'B0876GLPZB']",10,"['Frederick Davidson', 'Alistair Maydon', 'Patrick Tull', 'Anton Lesser', 'Martin Jarvis', 'Simon Prebble', 'Peter Batchelor', 'Flo Gibson', 'Rob Goll', 'Alastair Cameron']"
236,The Return of the Native,Thomas Hardy,10,"['B002V1AFFQ', 'B002V0LP9M', 'B00JS40RY8', 'B0035XTALO', 'B00I470JMK', 'B005BI277A', 'B002V0KIKY', 'B0184C4B3M', 'B008RNIHEI', 'B00GWO1DBI']",10,"['Simon Vance', 'Patrick Tull', 'Steven Pacey', 'Alan Rickman', 'Nicholas Rowe', 'Flo Gibson', 'Nadia May', 'Tadhg Hynes', 'Oliver Cotton', 'Jill Masters']"
237,The Three Musketeers,Alexandre Dumas,10,"['B002UZJF4U', 'B002V0RG8G', 'B00I45YIYC', 'B00QMTPNHS', 'B074QT8DQS', 'B002V1LIV6', 'B01MR5W7ON', 'B00F3JT086', 'B00B03ZOM0', '3991023466']",9,"['Simon Vance', 'Tristam Summers', 'Bryan Godwin', 'Michael Page', 'John Lee', 'Flo Gibson', 'Bill Homewood', 'Michael York', 'Walter Covell']"
239,This Side of Paradise,F. Scott Fitzgerald,10,"['B003XKFBBM', 'B003Y4L7BA', 'B075DDX3DT', 'B00T3OC2DC', 'B007Z1S63K', 'B01IRWS7A2', 'B077SCNPWZ', 'B07BW2JBMG', 'B006YD88XS', '3991011603']",10,"['David McCallion', 'Lawrence Skinner', 'C. James Moore', 'Kevin Theis', 'Wolfram Kandinsky', 'Robertson Dean', 'Dick Hill', ""Brian D'eon"", 'Jason Cloud', 'Chris Hendrie']"
240,The Phantom of the Opera,Gaston Leroux,10,"['B00JU3LAFC', 'B002V1PPCY', 'B00BXHK7I4', 'B06ZYTQPZG', 'B074Q2GX5G', 'B002V5ISEM', 'B002V8KXT2', 'B002UZYTK0', 'B002V5GSKI', 'B002V5IRLG']",10,"['Barrett Whitener', 'Keith Wickham', 'Philippe Duquenoy', 'B. J. Harrison', 'Henry Butler', 'Gordon Griffin', 'Walter Zimmerman', 'Alexander Adams', 'Flo Gibson', 'Ralph Cosham']"
241,The Last of the Mohicans,James Fenimore Cooper,10,"['B002V019D4', 'B0035B3Z1C', 'B07B9H2J1Z', 'B01KP5XXCQ', 'B002V57W4O', 'B002V8MBWE', 'B002UZN8EI', 'B00T3OCHC8', 'B071VKJMK1', '3991090031']",9,"['Gary W. Sherwin', 'David McCallion', 'Jim Killavey', 'Bryan Godwin', 'Jonathan Oliver', 'William Costello', 'Stefan Rudnicki', 'Larry McKeever', 'Bill Weideman']"
244,Kim,Rudyard Kipling,10,"['B002V8HG88', 'B003LTXKEU', 'B002V8HAIY', 'B002V0AB10', 'B003A6NOEU', 'B00GWNYCBC', 'B002V1A2K4', 'B002V1O6FG', 'B06WRNDTFB', '3991027798']",10,"['David McCallion', 'Simon Vance', 'Madhav Sharma', 'Margaret Hilton', 'Robin Nixon', 'Sam Dastor', 'Flo Gibson', 'Ralph Cosham', 'Walter Covell', 'Sanjeev Bhaskar']"
247,Anna Karenina,Leo Tolstoy,10,"['B01FN88BHC', 'B002V8HN40', 'B07C29QCBB', 'B003TU7KTW', 'B002V1O6JC', 'B0041TMXHO', 'B009AGE7K4', 'B002V0QDC6', 'B0035AODEQ', '0241441293']",10,"['Maggie Gyllenhaal', 'Lorna Raver', 'David Horovitch', 'Kate Petrie', 'Wanda McCaddon', 'Judy Franklin', 'Tamaryn Payne', 'Davina Porter', 'Laura Paton', 'Kate Lock']"
248,Anne of Green Gables,Lucy Maud Montgomery,10,"['B01KGL13FI', '2291060198', 'B0038FYKBY', 'B0040I0LI4', 'B06XDX2FST', 'B07TNGKCF3', 'B07B8N6VDT', 'B072888W6M', 'B07LC1LF9T', '1094243876']",9,"['Rachel McAdams', 'Alice Marti', 'Cathi Colas', 'Norma Jean Gradsky', 'Arika Escalona', 'Laural Merlington', 'Karen Savage', 'Patricia Hynes', 'Alan Munro']"
250,The Valley of Fear,Arthur Conan Doyle,10,"['B005IRY4PM', 'B002V8H60G', 'B0036HXZ7O', 'B002UUFXKU', 'B002V1C3LA', 'B01J91QKM2', 'B002V1O62O', 'B00GAAWG3I', 'B007PSX6HO', '229106410X']",10,"['David McCallion', 'Patrick Tull', 'Derek Jacobi', 'Stephen Scalon', 'Simon Prebble', 'Flo Gibson', 'David Timson', 'Walter Covell', 'John Bolen', 'Michael Healy']"
253,The Gods of Mars,Edgar Rice Burroughs,10,"['B008LWCFFW', 'B00OQQSUJ2', 'B06X6BVKD7', 'B01NC0CCQU', 'B004LYYK2U', 'B002V0TIVE', 'B01BKS3DPE', 'B0032CKPWG', 'B002V015JW', 'B002V8HDCC']",10,"['Jim Killavey', 'Peter Delloro', 'B.J. Harrison', 'Scott Brick', 'J. D. Weber', 'William Dufris', 'Alan Munro', 'John Bolen', 'Gene Engene', 'Alastair Cameron']"
254,Moby Dick,Herman Melville,10,"['B0038GOF7C', 'B0036N9OKA', 'B01M4LVAQI', 'B00GXDU4MC', 'B00JQJ79PU', 'B07G19PM5F', 'B002V5CPF0', 'B003E1EPRG', 'B0035ANVOY', 'B00QFUBVHA']",9,"['Burt Reynolds', 'William Hootkins', 'Pete Cross', 'Norman Dietz', 'Philippe Duquenoy', 'B. J. Harrison', 'Duncan Carse', 'Anthony Heald', 'Alan Munro']"
255,The Portrait of a Lady,Henry James,10,"['B01JSSHOTE', 'B003F7NZS4', 'B073QLX1SH', 'B0036GTNLM', 'B002V9Z0JY', 'B00S747MQG', 'B00TTMCQ2A', 'B0036NHRP4', 'B002V0M3K2', 'B00QMV3VW0']",10,"['Marvin Kane', 'Elizabeth McGovern', 'Nina Foch', 'Michael Page', 'Wanda McCaddon', 'Juliet Stevenson', 'Alice Johnson', 'John Wood', 'Laural Merlington', 'Nadia May']"
258,Lord Jim,Joseph Conrad,10,"['B0054KRE6O', 'B0035AWIN4', 'B002VA3H0W', 'B00U1R3OE6', 'B002V0KD3Q', 'B0711QHV65', 'B00370IUMA', 'B0759X1PZF', 'B00MX5ZNOS', 'B00VGXFMJO']",10,"['Frederick Davidson', 'David McCallion', 'Charlton Griffin', 'Jim Roberts', 'Ric Jerrom', 'Nigel Graham', 'Stewart Wills', 'John Lee', 'Steven Crossley', 'Gene Engene']"
261,Wuthering Heights,Emily Brontë,10,"['B002VA975Q', 'B002V07ZY6', 'B015NL1JQY', 'B00JU3M25O', 'B00A2BS9IC', 'B002V5CXWA', 'B003D77X7U', 'B01MR1C4X7', 'B002V5B4R0', 'B002V8MFK2']",10,"['Charlton Griffin', 'Ruth Golding', 'Kate Petrie', 'Patricia Routledge', 'B.J. Harrison', 'Michael Kitchen', 'Carolyn Seymour', 'Laural Merlington', 'Marion Castle', 'Anne Flosnik']"
263,Dubliners,James Joyce,10,"['B002V8L4DG', 'B01DMVQF02', 'B071RVWZQ3', 'B002V19TQM', 'B00TN8UMF8', 'B07Q2RDHKY', 'B07GBHC6HL', 'B01HQA2LGW', 'B0036GRKGC', '1467610798']",10,"['David McCallion', 'Jim Killavey', 'Donal Donnelly', 'Connor Sheridan', 'Daniel Adam Day', ""Gerry O'Brien"", 'Ralph Cosham', 'Steven Green', 'Tadhg Hynes', 'T. P. McKenna']"
273,The Secret Adversary,Agatha Christie,9,"['B00BCLY9YE', 'B00XI0UKB8', 'B015P0TUL4', 'B002V5CQKE', 'B002V1OH50', 'B06XGHR5V4', 'B0163GJY8S', 'B079V15PBB', '1999398815']",9,"['David McCallion', 'Jennifer Dixon', 'Emma Fenney', 'Andrea Giordani', 'Judi Pennington', 'Nadia May', 'Alison Larkin', 'Tara Mackinnon Dow', 'Penelope Dellaporta']"
274,Twelve Years a Slave,Solomon Northup,9,"['B00BOXE5MG', 'B00MR74V9U', 'B00EZSV37C', 'B00GJTVFLY', 'B00I7TZYAW', 'B00EVXI3QA', 'B00GUJ5VZE', 'B00B5FSKBK', 'B007QW20XK']",9,"['Glenn Langohr', 'Tommie Earl Jenkins', 'Peter Jay Fernandez', 'William Butler', 'Richard Allen', 'Hugh Quarshie', 'Stephen L. Vernon', 'Louis Gossett Jr.', 'Sean Crisden']"
280,The Awakening,Kate Chopin,9,"['B00VFCYKF8', 'B00817CJQC', 'B009SDRMLA', 'B002V0KDMC', 'B00P1NB5LE', 'B01BI7W9UM', 'B078RQPL4Q', 'B0089CBJFQ', 'B002VA9DCS']",9,"['Jane Leclercq', 'Laurie Klein', 'Kitty Hendrix', 'Philippe Duquenoy', 'Kim Basinger', 'Alexandra O’Karma', 'Walter Zimmerman', 'Susie Berneis', 'Shelly Frasier']"
291,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,9,"['B0035ADI92', 'B002V5H6KY', 'B002UZKVM0', 'B003B3AEW2', '2291052780', 'B002V1A1K0', 'B015ERN8GG', 'B00KDOSZ4G', 'B07DXRK78X']",9,"['Simon Prebble', 'Tom Morrissey', 'Ralph Cosham', 'Stephen Jack', 'John Tatlock', 'Walter Covell', 'Alexander Spencer', 'Carol Phillips', 'Bart Wolffe']"
292,Summer,Edith Wharton,9,"['B07M9BRDX8', 'B0036GRG84', 'B00KFQQV5W', 'B06WVF9MMX', 'B0042R6N8A', 'B002V9Z7LK', 'B076MJJRCP', 'B073QTX4G1', 'B07NWXWM7C']",9,"['Elizabeth Klett', 'Grace Conlin', 'Chloe Boyle', 'Lorna Raver', 'Isabella Howell', 'Alice Johnson', 'Flo Gibson', 'Lyssa Browne', 'Heather Hathaway']"
309,The Prince and the Pauper,Mark Twain,9,"['B005IHAVC2', 'B07F6V88D6', 'B007HQZDNE', 'B0036IPPPS', 'B011IZX0I4', 'B004LU6USG', 'B00AFZN3BI', 'B002VA3Q9O', 'B07PXT55GC']",9,"['Norman Dietz', 'Brian Hall', 'Jack Sondericker', 'James Conlan', 'Richard Henzel', 'Steve West', 'Andrew Timothy', 'Dick Hill', 'Chris Hendrie']"
311,Around the World in Eighty Days,Jules Verne,8,"['B01LXDFPHT', 'B01AGYIKG0', 'B077ZXB4GZ', 'B002V0RF3C', 'B074XHVV2J', 'B07KSZHGMY', '0473434776', 'B002V0Q0VK']",8,"['Frederick Davidson', 'Lawrence Skinner', 'William Martin', 'Ralph Snelson', 'Gordon Griffin', 'Ralph Cosham', 'Bill Homewood', 'Ralph J Snelson']"
313,A Connecticut Yankee in King Arthur's Court,Mark Twain,8,"['B06XX2WGQL', 'B003TU7KI8', 'B017082Y08', 'B073VYM9HH', 'B00474X3EK', 'B002V5B2S6', 'B0050DKYV2', 'B002V02LPY']",8,"['Charles Minx', 'Norman Dietz', 'Stuart Langton', 'Flo Gibson', 'William Dufris', 'William Hope', 'Nick Offerman', 'Jeff Hays']"
316,The Prisoner of Zenda,Anthony Hope,8,"['B07BVWWLM2', 'B06WRNX8P4', 'B004JXY6ZY', 'B00506X7RM', 'B0727PDSJS', 'B07Q3HDJ2R', 'B004CZ49WE', 'B07TMD5BQP']",8,"['Stanley Green', 'Peter Joyce', 'John Roland', 'Andrew Pugsley', 'Andy Minter', 'John Keating', 'Michael Ward', 'Bernard Mayes']"
320,The Scarlet Pimpernel,Baroness Orczy,8,"['B002V9Z5A8', 'B00B7L0LGO', '1781982392', 'B07DQZS9H5', 'B00T3OCZG6', 'B007PSXA5C', 'B002V5IYVO', 'B07TLFHLB6']",8,"['Julian Rhind-Tutt', 'Michael Page', 'Flo Gibson', 'Ralph Cosham', 'Bill Homewood', 'David Thorn', 'Alice Marti', 'Stephen Crossly']"
323,Northanger Abbey,Jane Austen,8,"['B008D5E7V2', 'B0182KX8XK', 'B07HHHGR9Q', 'B002V0K8DQ', 'B0778QYTKM', 'B072XHG6ZH', 'B00GWNWKJ8', 'B07DTQWKBM']",8,"['Elizabeth Klett', 'Rachel Atkins', 'Lynn Redgrave', 'Alice Johnson', 'Helen Burns', 'Flo Gibson', 'Mary Sarah Agliotta', 'Anne Flosnik']"
326,Peter Pan,J. M. Barrie,8,"['B009G79M3E', 'B006JA1CXY', 'B002V1J5N4', 'B07DTYPPGV', 'B06WV7M6SX', 'B0032IMJMY', 'B0779B41YG', 'B00IEGREA6']",8,"['Patrick Saville', 'John Chatty', 'Randye Kaye', 'Paul Albertson', 'Cheryl Bassett', 'Judy Dick', 'Alan Munro', 'Christopher Cazenove']"
336,Our Mutual Friend,Charles Dickens,8,"['B002V1LE6U', 'B07MMVZKVV', 'B002V5GW90', 'B002V8KTUA', 'B002V1OMY6', 'B004AE6V46', 'B01N6V6DMV', 'B0076OYP3Q']",7,"['Jim Killavey', 'Simon Vance', 'David Troughton', 'Philippe Duquenoy', 'Grainne Regan', 'David Timson', 'Robert Hardy']"
338,The Pickwick Papers,Charles Dickens,8,"['B00IJF9FZY', 'B007C817Q4', 'B0031AP0WE', 'B07FDPNDQV', 'B00QQS30Y8', 'B002VA8PTK', 'B0035A8AFO', 'B004WENTG2']",8,"['David McCallion', 'Simon Prebble', 'Peter Batchelor', 'Walter Zimmerman', 'Flo Gibson', 'David Timson', 'Gabriel Woolf', 'Tadhg Hynes']"
341,Bleak House,Charles Dickens,8,"['B079LMW8P3', 'B002V0A75U', 'B00DH06FWW', 'B0035AOU2Q', 'B002UZNHDA', 'B07J6THV78', 'B002V8DEZM', 'B002V8HAHK']",8,"['Jim Killavey', 'Simon Vance', 'Philippe Duquenoy', 'Peter Batchelor', 'Miriam Margolyes', 'Maurice Turner', 'David Case', 'Hugh Dickson']"
350,Wuthering Heights,Emily Bronte,8,"['B0186DGBCI', 'B07CYQ8RFM', 'B01846SHJW', '0473434768', 'B00RC4MK78', 'B00AZ2OJL4', 'B07S2ZC1DK', 'B002V0TOLI']",8,"['Ruth Golding', 'Shernaz Patel', 'Wanda McCaddon', 'Unknown', 'Juliet Stevenson', 'Anna Bentinck', 'Judy Holt', 'Flo Gibson']"
352,The Beautiful and Damned,F. Scott Fitzgerald,8,"['B002UUMT3E', 'B0047523I6', 'B0043A3HYY', 'B071HTFPJ9', 'B0043SIY62', 'B06XSZHMMX', 'B01LRAGUXM', '3991027135']",8,"['C. James Moore', 'Sean Crisden', 'E. Tavano', 'Gregg Rizzo', 'William Dufris', 'Gary Williams', 'Kirby Heyborne', 'Don Hagen']"
355,Tess of the D'Urbervilles,Thomas Hardy,8,"['B002V02SM0', 'B01LXO4H5Y', 'B076FDH5QP', 'B0035AXFWC', 'B002V8N7EU', 'B0038ESNCC', 'B00A2WHPLS', 'B085FXTFXM']",7,"['Kate Petrie', 'Anne-Marie Duff', 'Peter Firth', 'Jilly Bond', 'Stephen Jack', 'Eleanor Bron', 'Jill Masters']"
365,The Hunchback of Notre Dame,Victor Hugo,8,"['B00NB9Q736', 'B071RLH45W', 'B002V5GSW6', 'B076HBLJ45', 'B002V57XDY', 'B00FC0LKLQ', 'B002V1C92I', 'B002V01AM4']",8,"['Frederick Davidson', 'Jim Killavey', 'Philippe Duquenoy', 'George Guidall', 'Flo Gibson', 'Bill Homewood', 'David Case', 'Arthur Vincet']"
367,The Pilgrim's Progress,John Bunyan,8,"['B00EAG1TS2', 'B002UZN2Y4', 'B004CHMOXI', '1606463039', 'B002V0KJLC', 'B002V9ZAYE', 'B0785W1F3K', 'B01J1XNAVM']",8,"['Edward de Souza', 'Michael Russotto', 'Philippe Duquenoy', 'Gary Martin', 'James Langton', 'Robert Whitfield', 'David Shaw-Parker', 'Ella Porter']"
374,The Old Curiosity Shop,Charles Dickens,7,"['B002VA9SPA', 'B07HRMCGNT', 'B0035B6OO2', 'B01MRT25S1', 'B002V0RDKC', 'B0051BJA90', 'B002V8DEZ2']",6,"['Jessie Buckley', 'Anton Lesser', 'Paul Scofield', 'Flo Gibson', 'George Hagan', 'Walter Covell']"
378,"20,000 Leagues Under the Sea",Jules Verne,7,"['B07KXX5WWF', 'B00AZ2P85U', 'B002V5BII0', 'B00SYVY8PA', 'B076HSP1FT', 'B002V5A43U', 'B00S70ZYZQ']",7,"['David McCallion', 'Harlan Ellison', 'Norman Dietz', 'Michael Prichard', 'Michael Kramer', 'David Linski', 'George Newbern']"
382,The Sea Wolf,Jack London,7,"['B002V0AD04', 'B01MRT2KA3', 'B002V1LWYE', 'B00UOE81OY', 'B00GWO1Q0G', 'B002VA8RW0', 'B002V0GH54']",6,"['Brian Emerson', 'Will Patton', 'Pat Bottino', 'Frank Muller', 'Dick Hill', 'Arthur Addison']"
386,Moll Flanders,Daniel Defoe,7,"['B01N299TQW', 'B00425DPOM', 'B002VAEKXK', 'B005JDJ4T6', 'B002V5BBGE', 'B016NE7OBO', '8726289113']",7,"['Janet Suzman', 'Andrea Giordani', 'Georgina Sutton', 'Virginia Leishman', 'Davina Porter', 'Nadia May', 'Christina May']"
389,Washington Square,Henry James,7,"['B0186DGHYA', 'B01MT37W95', 'B002V5J4WM', 'B002V0K6F6', 'B006U0XE5C', 'B079Q5JV8N', '1908671181']",7,"['Magda Allani', 'Lorna Raver', 'Peter Joyce', 'Elisabeth Klett', 'Jennifer Ehle', 'Adam Sims', 'Donna Barkman']"
395,Paradise Lost,John Milton,7,"['B002V9Z6GG', 'B002V5GYQQ', 'B002UZMVL4', 'B07B8BN79W', 'B0051BJCUW', 'B002V8KXVU', '399102876X']",7,"['Simon Vance', 'Anton Lesser', 'Ron Welch', 'Flo Gibson', 'Ralph Cosham', 'Nadia May', 'David McCran']"
399,The Invisible Man,H. G. Wells,7,"['B0036GRJZE', 'B07GPZXPMC', 'B00478CO78', 'B076PQ4LQ9', 'B0085E86MM', 'B071P6V4Z8', 'B084KLFS94']",7,"['David McCallion', 'Linda Barrans', 'Gordon Griffin', 'Daniel Philpott', 'Alan Munro', 'James Adams', 'Chris MacDonnell']"
403,Roughing It,Mark Twain,7,"['B002V5GT34', 'B006OR7DOY', 'B0046CQYT4', 'B07NGLQVP8', 'B004IAYUOK', 'B00I12D17S', 'B087WQ88DD']",7,"['Robin Field', 'Norman Dietz', 'Richard Henzel', 'Grover Gardner', 'David Cunningham', 'Peter Berkrot', 'John Howels']"
407,Heidi,Johanna Spyri,7,"['B002V9Z6FC', 'B002V02J1A', 'B002V59SPA', '0241363004', '1606462865', 'B00BSVS1LU', 'B002UZDRRQ']",7,"['Gemma Whelan', 'Marnie MacAdam', 'Johanna Ward', 'Flo Gibson', 'Frances Cassidy', 'John McDonough', 'Bobbie Frohman']"
412,Whose Body?,Dorothy L. Sayers,7,"['B013XGMMYO', '1974935310', 'B002V01HD6', 'B002V8MJ58', 'B07RVD73GP', 'B00NC10J4G', 'B07M79NC9X']",7,"['Roe Kendall', 'Mark Meadows', 'Jane McDowell', 'David Case', 'Kirsten Wever', 'Nadia May', 'Justin Longbourn']"
413,Fathers and Sons,Ivan Turgenev,7,"['B004H2OWBA', 'B079VKYDLP', 'B002V19VGU', 'B005OZV04Q', 'B00563ZX5S', 'B06XGK2V7P', 'B002V0Q38A']",7,"['Sean Runnette', 'Charles Minx', 'Jack Brown', 'Walter Zimmerman', 'Anthony Heald', 'George Guidall', 'Alastair Cameron']"
415,The Jungle,Upton Sinclair,7,"['B00514HZOE', 'B005CD139W', 'B00JZYH13Q', 'B002V0AD8G', 'B004750LPS', 'B01DCQO4F0', '160646583X']",7,"['David McCallion', 'Michael Lackey', 'Grover Gardner', 'Paul Boehmer', 'Raimundas Jonas', 'Flo Gibson', 'George Guidall']"
416,The Man in the Iron Mask,Alexandre Dumas,7,"['B0038G2TFW', 'B00O2Q28H6', 'B01EVVITY2', 'B007SNJIW8', 'B00QMTOYVY', 'B002V5H8XE', '3991024098']",7,"['David McCallion', 'Simon Vance', 'B.J. Harrison', 'Bill Homewood', 'Walter Covell', 'Gary Appleton', 'Geoffrey Sherman']"
420,Far from the Madding Crowd,Thomas Hardy,7,"['B002V0Q98E', 'B01AO3WT1A', 'B00WT4HK3U', 'B0161JVWHI', 'B0035ASUDG', '1974937720', 'B07NVRZLML']",7,"['David McCallion', 'Joe Jameson', 'Nathaniel Parker', 'Davina Porter', 'George Hagan', 'Steven Green', 'Tadhg Hynes']"
421,The Good Soldier,Ford Madox Ford,7,"['B002V0GHJ0', 'B005VGLX86', 'B00449LFMU', 'B0038EL694', 'B0077DF3LO', 'B003KV7HAM', '1614966419']",7,"['John Michaels', 'Frank Muller', 'Robert Keiper', 'Ralph Cosham', 'Kerry Shale', 'Greg Carter', 'Gildart Jackson']"
425,Barnaby Rudge,Charles Dickens,7,"['B002VA9XCI', 'B07L9ZN9Y9', 'B004XZUH2E', 'B002V0JQ6Q', 'B0035AOBIY', 'B00KDNYLM2', 'B00769VAN4']",6,"['Simon Vance', 'Grainne Regan', 'Sean Barrett', 'Flo Gibson', 'George Hagan', 'Richard Pasco']"
427,The Return of Tarzan,Edgar Rice Burroughs,7,"['B01GIO3GFW', 'B06W524CHN', 'B00D3R46T8', 'B005011ST6', 'B002UZL5TS', 'B002V1OMGE', '1094244538']",7,"['Jon Waters', 'Ralph Snelson', 'Jeff Harding', 'Shelly Frasier', 'Robert Whitfield', 'David Sharp', 'David Stifel']"
428,The Secret Agent,Joseph Conrad,7,"['B072JL3F89', 'B002V02OY2', 'B00MEQTUQS', 'B002VA3ML6', 'B003Y38ES0', 'B002V8MRIW', 'B00570PXXC']",7,"['David McCallion', 'Charlton Griffin', 'David Horovitch', 'Peter Joyce', 'David Threlfall', 'Ralph Cosham', 'Steven Crossley']"
